"date","NGas","oil","coal"
2015-09-02,0.025,-2.47,-0.4
2015-09-03,0.175,1.46,0.3
2015-09-04,-0.12,-1.41,-0.6
2015-09-07,-0.005,-1.61,-0.9
2015-09-08,-0.2,0.41,0.25
2015-09-09,0.075,0.19,-0.3
2015-09-10,-0.1,-1.09,0.2
2015-09-11,-0.025,0.03,0.05
2015-09-14,0.03,-0.63,-0.2
2015-09-15,-0.155,-1.45,-0.1
2015-09-16,0.025,3.44,0.6
2015-09-17,-0.015,-0.2,0
2015-09-18,-0.26,-0.39,-0.05
2015-09-21,-0.125,-0.76,-0.1
2015-09-22,0.125,0.22,-0.1
2015-09-23,0.1,1.04,0
2015-09-24,-0.325,-1.78,-0.05
2015-09-25,0.025,0.63,0
2015-09-28,-0.15,-0.66,-1.8
2015-09-29,-0.1,0.21,0.05
2015-09-30,0.2,0.35,-0.5
2015-10-01,-0.05,0.84,-0.6
2015-10-02,-0.35,-1.34,0.1
2015-10-05,0.2,1.37,0.9
2015-10-06,0.5,2.39,0.65
2015-10-07,0.05,0.89,-0.4
2015-10-08,-0.2,0.37,-0.1
2015-10-09,0.15,0.53,0.25
2015-10-12,-0.525,-0.74,-0.35
2015-10-13,-0.1,-2.61,-0.15
2015-10-14,-0.325,-1.18,-0.25
2015-10-15,0.15,-0.14,0.1
2015-10-16,0,1.32,0.1
2015-10-19,0.26,-0.02,0
2015-10-20,-0.085,-1.48,0.05
2015-10-21,-0.275,-0.55,0
2015-10-22,0.075,0.08,0.05
2015-10-23,0.1,-0.08,0.2
2015-10-26,-0.25,-0.32,0.3
2015-10-27,0.075,-0.76,0.2
2015-10-28,0,1.66,-0.1
2015-10-29,0.1,0.15,-0.05
2015-10-30,-0.1,0.62,-0.05
2015-11-02,-0.25,-0.31,0.75
2015-11-03,-0.01,1.22,0.4
2015-11-04,0.335,-0.04,-0.45
2015-11-05,-0.325,-1.87,0
2015-11-06,0,-0.42,0.15
2015-11-09,-0.25,-0.17,-0.3
2015-11-10,-0.14,-0.55,0.25
2015-11-11,-0.235,-0.13,0.25
2015-11-12,-0.2,-1.46,-0.05
2015-11-13,0.125,-1.42,0
2015-11-16,0.23,0.33,0.5
2015-11-17,0.47,-0.08,0.5
2015-11-18,-0.05,-0.36,0.15
2015-11-19,-0.3,0.02,-0.05
2015-11-20,-0.065,0.74,-0.2
2015-11-23,-0.26,0.23,-0.35
2015-11-24,0.325,0.77,-0.05
2015-11-25,0.05,0,0
2015-11-26,0.15,-0.18,-0.1
2015-11-27,-0.15,-0.69,0
2015-11-30,0.575,0.12,-3.9
2015-12-01,0.275,-0.57,-0.25
2015-12-02,-0.25,-0.54,-0.6
2015-12-03,-0.56,0.05,-0.15
2015-12-04,-0.14,0.13,-0.4
2015-12-07,-0.25,-1.56,-0.8
2015-12-08,-0.4,-1.81,-0.35
2015-12-09,-0.125,0.14,0.05
2015-12-10,-0.225,-0.89,-0.05
2015-12-11,-0.05,-0.96,-0.05
2015-12-14,-0.45,-1.31,0.3
2015-12-15,0.1,0.98,0.05
2015-12-16,-0.125,-0.96,0.05
2015-12-17,-0.275,-0.52,0
2015-12-18,-0.075,-0.2,0.05
2015-12-21,-0.475,-0.98,-0.2
2015-12-22,0.025,-0.03,0
2015-12-23,-0.25,1.16,0.2
2015-12-24,-0.425,0.22,0
2015-12-28,0.33,-0.15,-0.8
2015-12-29,0.77,0.03,0.4
2015-12-30,-0.25,-0.43,0
2015-12-31,-0.425,0.4,0.65
2016-01-04,-0.105,1.04,-0.35
2016-01-05,0.28,-1.42,0.05
2016-01-06,0.275,-0.9,0.7
2016-01-07,0.2,-1.93,0.05
2016-01-08,-0.5,-0.02,-1.35
2016-01-11,-0.15,-1.34,-0.45
2016-01-12,-0.725,-1,-0.5
2016-01-13,0.2,-0.46,-0.35
2016-01-14,-0.475,-0.69,-0.15
2016-01-15,-0.15,-0.21,-0.35
2016-01-18,-0.35,-1.44,-0.05
2016-01-19,0.25,0.66,0.15
2016-01-20,-0.66,-1.49,0
2016-01-21,-0.24,1.09,0.35
2016-01-22,0.865,2.46,0.05
2016-01-25,-0.54,0.51,-0.15
2016-01-26,-0.05,-0.09,0
2016-01-27,0.45,0.77,0
2016-01-28,0.45,2.35,0.05
2016-01-29,0.05,-0.84,0
2016-02-01,-0.685,1.25,-1.45
2016-02-02,-0.415,-2.07,0.75
2016-02-03,0.15,1.35,0.15
2016-02-04,-0.275,0.31,-0.7
2016-02-05,-0.425,-0.7,-0.35
2016-02-08,0.05,-0.46,0
2016-02-09,0.1,-1.12,-0.45
2016-02-10,-0.425,-1.66,-0.1
2016-02-11,-0.125,-0.55,0
2016-02-12,0.175,2.09,-0.05
2016-02-15,-0.025,0.65,-0.05
2016-02-16,0,1.46,-0.05
2016-02-17,-0.17,-0.56,0.1
2016-02-18,0.295,0.74,-0.15
2016-02-19,-0.1,-1.27,0.1
2016-02-22,0.355,0.51,0.1
2016-02-23,0,0.14,0.4
2016-02-24,-0.315,-0.44,-0.15
2016-02-25,-0.09,1.07,-0.05
2016-02-26,0.125,1.26,0.05
2016-02-29,0.025,-0.77,0.45
2016-03-01,0.025,1.02,0.45
2016-03-02,0.05,0.15,-0.05
2016-03-03,-0.225,-0.03,1.25
2016-03-04,-0.155,1.58,0.4
2016-03-07,-0.045,2.09,0.35
2016-03-08,0.225,0.44,-0.4
2016-03-09,0.025,-0.3,0.25
2016-03-10,-0.075,-0.17,0
2016-03-11,0,0.02,-0.15
2016-03-14,0,-0.38,-0.5
2016-03-15,0,-0.91,0
2016-03-16,0,0.7,0.05
2016-03-17,0.04,1.16,0.45
2016-03-18,0.035,0.94,0.2
2016-03-21,-0.175,-0.66,-0.05
2016-03-22,0,0.2,-0.25
2016-03-23,0.04,-0.26,-0.05
2016-03-24,0.08,-1.18,0
2016-03-29,0.005,-0.39,-1.8
2016-03-30,0.025,0.36,0.15
2016-03-31,-0.15,-0.61,0.35
2016-04-01,-0.125,0.43,-0.1
2016-04-04,-0.325,-1.51,-0.25
2016-04-05,-0.15,-0.48,0.1
2016-04-06,0.05,1.5,-0.25
2016-04-07,-0.1,0.35,-0.5
2016-04-08,-0.075,1.72,0.75
2016-04-11,0.025,1.05,0.25
2016-04-12,0.05,1.75,-0.1
2016-04-13,0.025,0.13,0
2016-04-14,-0.05,-0.32,0.75
2016-04-15,-0.055,-0.57,0.15
2016-04-18,0.205,-0.62,0.3
2016-04-19,0.26,1.07,0
2016-04-20,0.24,1.38,-0.3
2016-04-21,0.75,0.3,-0.2
2016-04-22,0.425,-0.28,0.1
2016-04-25,0.02,-0.31,0
2016-04-26,0.955,0.9,0.05
2016-04-27,0.225,0.96,0
2016-04-28,-0.4,0.74,0.05
2016-04-29,-0.95,0.31,0
2016-05-02,-0.6,-1.1,0.1
2016-05-03,-0.1,-1,-0.4
2016-05-04,0.27,-0.39,0.35
2016-05-05,0.83,0.76,0.6
2016-05-06,-0.35,-0.65,1
2016-05-09,0.55,0.36,-0.1
2016-05-10,-0.475,-0.78,0.05
2016-05-11,0.1,2.05,0.4
2016-05-12,0.275,0.44,0.35
2016-05-13,-0.425,-0.07,-0.2
2016-05-16,0.125,1.35,0.3
2016-05-17,0.15,0.28,0.1
2016-05-18,-0.125,0.1,-0.35
2016-05-19,-0.15,-0.97,0.05
2016-05-20,0.075,0.51,0.15
2016-05-23,-0.17,-0.55,-0.35
2016-05-24,0.095,0.4,0.1
2016-05-25,0.375,0.72,0.15
2016-05-26,0.35,0.55,0.15
2016-05-27,0.2,-0.96,0
2016-05-30,-0.04,0.28,2.7
2016-05-31,0.3,0.22,0.25
2016-06-01,0,-0.05,-0.4
2016-06-02,0.29,0.3,0.35
2016-06-03,-0.075,0.03,0.8
2016-06-06,0.08,0.5,1.1
2016-06-07,0.195,0.71,-1
2016-06-08,0,1.26,-1
2016-06-09,-0.35,0.06,-0.15
2016-06-10,-0.275,-0.76,-0.05
2016-06-13,-0.175,-1.31,-0.4
2016-06-14,0.275,-0.74,0.05
2016-06-15,0.375,-0.25,0.15
2016-06-16,-0.275,-1.03,0.1
2016-06-17,0.275,0.63,0.3
2016-06-20,0.675,1.28,0.5
2016-06-21,-0.025,0.42,-0.3
2016-06-22,0.25,0.14,0.1
2016-06-23,-0.05,-0.06,0
2016-06-24,-0.175,-0.44,0
2016-06-27,-0.6,-1.84,1.85
2016-06-28,-0.325,-0.11,0.3
2016-06-29,0.125,1.95,0.3
2016-06-30,0.15,-0.46,1.25
2016-07-01,-0.175,0.38,1.4
2016-07-04,0.225,0.09,0.65
2016-07-05,-0.255,-0.7,-0.5
2016-07-06,-0.17,-0.74,0
2016-07-07,0.28,0.28,0.55
2016-07-08,-0.205,-2.36,-0.65
2016-07-11,-0.135,-0.13,-0.1
2016-07-12,0.21,1.47,1.35
2016-07-13,0.025,-0.37,0.5
2016-07-14,0.05,-0.73,-0.1
2016-07-15,-0.02,0.78,-0.15
2016-07-18,0.045,-0.3,-0.35
2016-07-19,-0.025,-0.46,-0.45
2016-07-20,0.3,0,-0.2
2016-07-21,0.325,0.07,0
2016-07-22,-0.095,-1.06,-0.25
2016-07-25,0.08,-0.63,0.3
2016-07-26,-0.235,-0.91,0.1
2016-07-27,-0.3,-0.05,0.1
2016-07-28,-0.075,-1.19,-0.05
2016-07-29,0.14,-0.89,0
2016-08-01,-0.215,1.02,4.6
2016-08-02,-0.375,-0.67,-0.15
2016-08-03,-0.2,0.29,-0.4
2016-08-04,0.03,0.87,-0.8
2016-08-05,-0.13,0.15,-1.65
2016-08-08,-0.35,1.22,1.4
2016-08-09,-0.325,0.06,0.65
2016-08-10,0.22,-0.09,-1.1
2016-08-11,-0.37,0.62,0.6
2016-08-12,-0.05,0.95,1.15
2016-08-15,-0.795,1.29,-0.45
2016-08-16,-0.03,0.82,0.05
2016-08-17,0.15,0.57,0
2016-08-18,0.025,1.12,-0.55
2016-08-19,-0.7,0.17,-0.4
2016-08-22,-0.075,-0.52,0.25
2016-08-23,0.325,-0.49,-0.3
2016-08-24,-0.4,-0.34,-0.15
2016-08-25,-0.06,-0.09,0.3
2016-08-26,0.31,0.98,0.1
2016-08-29,0.25,-1.16,-0.55
2016-08-30,-0.2,0.16,1.45
2016-08-31,1.325,-1.34,0.1
2016-09-01,-0.225,-1.18,-0.05
2016-09-02,0.275,-0.22,0.65
2016-09-05,0.175,2.38,-0.35
2016-09-06,-0.625,-1.41,0.2
2016-09-07,-0.325,0.57,-1.05
2016-09-08,-0.14,1.58,-0.85
2016-09-09,-0.035,-0.44,0.25
2016-09-12,-0.13,-1.07,0.25
2016-09-13,0.305,-0.41,0.45
2016-09-14,0.095,-0.74,-0.3
2016-09-15,0.31,-0.48,0.6
2016-09-16,0.345,-0.59,0
2016-09-19,0.5,0.52,0.4
2016-09-20,-0.2,-0.63,0
2016-09-21,0.125,0.84,0.75
2016-09-22,0.455,0.69,-0.15
2016-09-23,0.27,0.43,0.5
2016-09-26,-0.075,-0.6,-0.05
2016-09-27,-0.1,-0.38,-0.3
2016-09-28,0.275,1.68,0.55
2016-09-29,0.25,0.85,0.05
2016-09-30,1.3,-0.56,-0.05
2016-10-03,0.225,1.89,10.7
2016-10-04,0.17,0.41,2.1
2016-10-05,0.255,0.54,0.1
2016-10-06,0.4,0.66,1.5
2016-10-07,-0.075,0.09,-0.2
2016-10-10,-0.725,0.89,-1.35
2016-10-11,-0.16,-0.41,-1.2
2016-10-12,-0.14,-0.45,0.55
2016-10-13,0.3,-0.72,0.6
2016-10-14,0.175,0.4,0.15
2016-10-17,0.225,-0.26,1.7
2016-10-18,0.45,-0.14,2.65
2016-10-19,0.1,0.99,-0.3
2016-10-20,0.2,-0.42,-1.3
2016-10-21,-0.3,-0.78,0.65
2016-10-24,0.6,0.07,0.1
2016-10-25,0.17,-0.18,0
2016-10-26,0.105,-1.14,0.25
2016-10-27,-0.15,0.21,-0.05
2016-10-28,-0.175,-0.32,0.1
2016-10-31,0.575,-0.86,4.8
2016-11-01,0.5,-0.46,1.95
2016-11-02,0.58,-1.24,-0.55
2016-11-03,0.395,-0.5,0.25
2016-11-04,-0.905,-0.96,1.05
2016-11-07,0.08,-0.18,0.95
2016-11-08,-0.925,0.31,-1
2016-11-09,0.34,0.26,2.55
2016-11-10,0.26,-0.03,-0.65
2016-11-11,0.025,-1.03,0.5
2016-11-14,-0.475,-0.9,-1.45
2016-11-15,0.1,2.26,0.25
2016-11-16,0.325,0.31,-1.2
2016-11-17,-0.525,0.06,-0.5
2016-11-18,0.3,-0.63,-0.15
2016-11-21,-0.45,2.16,0.45
2016-11-22,0.1,0.81,0.35
2016-11-23,0.175,-0.46,-2.1
2016-11-24,-0.025,-0.29,1.6
2016-11-25,-0.025,-0.19,0.35
2016-11-28,0.245,-0.21,-2.65
2016-11-29,0.18,-0.71,0.4
2016-11-30,0,2.39,0.85
2016-12-01,-0.13,4.04,-0.45
2016-12-02,-0.27,-0.03,-1
2016-12-05,-0.295,0.83,-1.05
2016-12-06,-0.695,-0.39,-3.85
2016-12-07,-0.41,-0.71,1.25
2016-12-08,0.1,-0.18,2.1
2016-12-09,0.2,0.41,1.35
2016-12-12,0.4,3.43,2.25
2016-12-13,0.1,-1.45,1.35
2016-12-14,-0.125,-0.63,1.35
2016-12-15,0.125,-1.31,1.2
2016-12-16,0.35,0.88,-0.7
2016-12-19,-0.125,0.42,-0.4
2016-12-20,0.2,0.12,1
2016-12-21,0.025,-0.05,0.25
2016-12-22,0.5,-0.64,-0.25
2016-12-23,0,0.02,0.05
2016-12-27,0.3,1.9,0
2016-12-28,0.35,-0.59,0.55
2016-12-29,0.7,0.07,0
2016-12-30,0.3,0.57,-0.4
2017-01-03,-0.7,1.17,-6.2
2017-01-04,-0.225,-1.82,-0.25
2017-01-05,0.3,0.8,2
2017-01-06,0.025,0.12,-1
2017-01-09,-0.05,-0.47,-0.7
2017-01-10,0.8,-1.64,2.35
2017-01-11,0.58,0.31,2.35
2017-01-12,0.345,0.76,-0.15
2017-01-13,-0.625,-0.22,-0.4
2017-01-16,-0.495,-0.29,-0.15
2017-01-17,-0.055,1.03,1.75
2017-01-18,0.25,-1.05,0.15
2017-01-19,0.25,-1.13,-1.4
2017-01-20,0.42,1.03,0.65
2017-01-23,0.705,-0.05,0.8
2017-01-24,-0.45,0.12,-0.8
2017-01-25,-0.475,-0.22,-0.35
2017-01-26,-0.38,0.9,-0.35
2017-01-27,-0.37,-0.05,0.1
2017-01-30,0.935,-0.8,-6.1
2017-01-31,0.465,0.3,1.25
2017-02-01,0.825,0.83,1.95
2017-02-02,0.525,0.62,-0.4
2017-02-03,0.08,-0.15,-0.75
2017-02-06,-0.43,-0.17,-0.25
2017-02-07,-0.5,-1.15,-0.2
2017-02-08,-1,-0.3,-0.35
2017-02-09,-0.05,0.24,-0.95
2017-02-10,-0.605,0.96,-1.7
2017-02-13,-0.22,-0.07,-0.65
2017-02-14,-0.45,-0.35,0.3
2017-02-15,-0.325,-0.21,0.75
2017-02-16,0.3,-0.01,0.25
2017-02-17,-0.45,-0.36,0.05
2017-02-20,-0.115,0.54,0.4
2017-02-21,-0.085,0.89,0
2017-02-22,-0.4,-0.3,-0.1
2017-02-23,0.2,0.25,0
2017-02-24,-0.4,-0.6,0
2017-02-27,-0.35,0.11,-3.05
2017-02-28,-0.15,-0.62,-0.9
2017-03-01,-0.275,0.9,0.5
2017-03-02,-0.025,-0.61,-0.65
2017-03-03,-0.325,-0.49,-0.45
2017-03-06,-0.15,0.3,-0.75
2017-03-07,0.27,0.4,-1
2017-03-08,-0.67,-0.88,0.3
2017-03-09,-0.095,-1.91,-1.4
2017-03-10,0.195,-0.84,0.9
2017-03-13,-0.505,-1.32,0.25
2017-03-14,0.23,0.16,-0.6
2017-03-15,0.15,0.29,-0.1
2017-03-16,-0.125,0.5,-0.45
2017-03-17,-0.19,-0.47,0.15
2017-03-20,-0.11,-0.24,-0.7
2017-03-21,-0.025,0.28,-0.35
2017-03-22,-0.2,-1.24,-0.15
2017-03-23,0.01,0.12,0.15
2017-03-24,-0.26,-0.04,0.2
2017-03-27,-0.3,0.04,-0.45
2017-03-28,0.075,0.77,0.15
2017-03-29,0.525,0.61,0
2017-03-30,0.25,0.62,0
2017-03-31,0.1,0.35,0.5
2017-04-03,0.125,0.29,2.6
2017-04-04,0.125,0.64,1.1
2017-04-05,0.05,0.71,-0.8
2017-04-06,-0.11,-0.09,0.7
2017-04-07,0.08,1.08,-1.15
2017-04-10,-0.395,-0.03,-0.6
2017-04-11,-0.325,0.25,-0.95
2017-04-12,0.15,0.35,-0.2
2017-04-13,0.025,-0.59,0.55
2017-04-18,0.475,-0.58,0.2
2017-04-19,0.1,-0.28,-0.35
2017-04-20,-0.225,-1.65,0.25
2017-04-21,0.325,-0.26,-0.1
2017-04-24,-0.06,-0.72,0
2017-04-25,-0.315,-0.18,-0.05
2017-04-26,0.05,0.07,-0.05
2017-04-27,0.125,-0.7,0.55
2017-04-28,0,0.36,-0.4
2017-05-01,-0.075,-0.15,-1.2
2017-05-02,0.31,0.19,-0.1
2017-05-03,0.04,-1.02,-0.2
2017-05-04,-0.4,-0.41,-0.45
2017-05-05,-0.25,-1.1,-0.3
2017-05-08,-0.12,0.29,-0.55
2017-05-09,-0.13,-0.2,0.1
2017-05-10,0.065,0.91,0.3
2017-05-11,-0.115,0.53,-0.45
2017-05-12,-0.165,-0.07,0.05
2017-05-15,0.14,1.54,0.05
2017-05-16,-0.025,-0.27,0.5
2017-05-17,0.1,0.25,0.3
2017-05-18,0.175,0.13,0.55
2017-05-19,-0.1,1.08,0.1
2017-05-22,-0.17,0.55,0.75
2017-05-23,0.2,0.06,-0.7
2017-05-24,0.055,0.19,0
2017-05-25,-0.31,0.05,-0.05
2017-05-26,-0.05,-2.37,0
2017-05-29,0.025,0.31,2
2017-05-30,0.215,-0.26,1.55
2017-05-31,-0.09,-0.43,-0.75
2017-06-01,-0.25,-0.47,0.1
2017-06-02,-0.275,-0.93,0.4
2017-06-05,0.175,0.22,0.25
2017-06-06,-0.075,-0.44,0.4
2017-06-07,-0.15,-0.16,0.1
2017-06-08,0.45,-1.54,0
2017-06-09,0,-0.04,0.5
2017-06-12,-0.55,0.59,-0.1
2017-06-13,-0.165,-0.33,0.1
2017-06-14,0.09,-0.13,-0.6
2017-06-15,-0.18,-1.49,0.15
2017-06-16,0.005,0.41,0.25
2017-06-19,0.175,0.15,0.6
2017-06-20,0.055,-0.53,-0.1
2017-06-21,-0.03,-0.6,0
2017-06-22,-0.125,-0.84,-0.15
2017-06-23,-0.025,-0.04,-0.05
2017-06-26,0.2,0.49,0.05
2017-06-27,0.13,0.82,0.2
2017-06-28,0.145,0.41,-0.05
2017-06-29,0.125,0.56,-0.05
2017-06-30,-0.375,0.09,0
2017-07-03,0.225,1.59,1.7
2017-07-04,0.025,0.19,1.05
2017-07-05,-0.15,-0.06,2.3
2017-07-06,0.015,-0.66,1.45
2017-07-07,-0.155,-1.42,-0.05
2017-07-10,-0.14,-0.38,-0.55
2017-07-12,-0.195,1.41,-0.4
2017-07-13,0.1,-0.26,-0.35
2017-07-14,0.075,0.58,-0.85
2017-07-17,0.195,0.15,0.2
2017-07-18,-0.01,0.15,-0.1
2017-07-19,-0.135,0.4,-0.4
2017-07-20,0.25,0.38,0.4
2017-07-21,0.02,-0.54,0.2
2017-07-24,-0.245,-0.88,-0.15
2017-07-25,0.12,2.14,0.1
2017-07-26,0.305,0.15,-0.05
2017-07-27,0.025,0.58,0
2017-07-28,-0.125,1.06,0
2017-07-31,0.005,0.22,-0.25
2017-08-01,-0.28,0.01,-0.3
2017-08-02,-0.025,-0.5,-0.95
2017-08-03,0.095,0.46,0.6
2017-08-04,0.155,-0.37,1
2017-08-07,0.3,0.01,0.4
2017-08-08,-0.115,0.2,-0.35
2017-08-09,0.365,0.12,0.4
2017-08-10,0.35,0.79,0.35
2017-08-11,0.075,-1.36,0.7
2017-08-14,-0.08,0.1,0.3
2017-08-15,-0.12,-1.23,-0.65
2017-08-16,0.28,0.25,0.6
2017-08-17,0.17,-0.28,0.75
2017-08-18,-0.065,1.84,0.15
2017-08-21,0.185,0.04,-1.05
2017-08-22,-0.18,-0.72,0.05
2017-08-23,0.225,0.35,0.15
2017-08-24,0.055,0.08,-0.25
2017-08-25,-0.075,-0.03,0.1
2017-08-28,0.055,0.16,3.75
2017-08-29,0,-0.65,0.9
2017-08-30,0.25,-0.18,-0.9
2017-08-31,-0.15,0.42,-0.75
2017-09-01,-0.02,0.52,0.15
2017-09-04,-0.08,-0.1,-0.05
2017-09-05,0.38,0.81,0.8
2017-09-06,0.05,0.65,0
2017-09-07,-0.03,0.36,0
2017-09-08,0,0.2,0.65
2017-09-11,0.35,-0.73,0.35
2017-09-12,0.07,0.3,-0.15
2017-09-13,0.06,0.77,1.25
2017-09-14,0.345,0.78,0.55
2017-09-15,-0.15,-0.14,-0.1
2017-09-18,-0.25,0.1,-0.05
2017-09-19,0,-0.06,0.7
2017-09-20,-0.25,0.59,-0.1
2017-09-21,-0.065,0.05,-0.65
2017-09-22,-0.21,0.38,0.15
2017-09-25,0.655,2.34,1
2017-09-26,0.145,0.24,-1
2017-09-27,-0.075,-0.6,-0.25
2017-09-28,0.425,-0.24,-0.05
2017-09-29,0,-0.85,-0.05
2017-10-02,-0.1,-1.04,-0.75
2017-10-03,0.075,-0.36,1.15
2017-10-04,0.175,-0.2,1.1
2017-10-05,0.075,1.04,-0.65
2017-10-06,0.005,0.04,-1.25
2017-10-09,0.095,-1.3,-0.75
2017-10-10,-0.02,0.93,0.6
2017-10-11,-0.005,0.18,-0.15
2017-10-12,-0.275,-0.26,0.55
2017-10-13,0.085,0.74,-0.05
2017-10-16,0.115,0.9,0.8
2017-10-17,0.075,-0.12,0
2017-10-18,0.125,0.19,0.5
2017-10-19,0.025,-0.24,-0.65
2017-10-20,-0.13,-0.36,0.15
2017-10-23,-0.27,0.11,-0.2
2017-10-24,-0.2,0.52,0.55
2017-10-25,0,0.17,-0.4
2017-10-26,-0.025,0.81,0.2
2017-10-27,-0.025,1.1,0.2
2017-10-30,0.1,0.35,0.65
2017-10-31,0.4,0.41,1.25
2017-11-01,0.25,0.29,1
2017-11-02,0,-0.84,-0.2
2017-11-03,-0.125,1.37,-1.05
2017-11-06,0.55,2.21,1
2017-11-07,0.375,0.21,-0.2
2017-11-08,0.175,-0.01,-0.05
2017-11-09,0.06,-0.39,-0.05
2017-11-10,0.215,0.02,0.65
2017-11-13,0.1,-0.5,-0.6
2017-11-14,-0.305,-0.6,-0.5
2017-11-15,-0.445,-1.04,-0.4
2017-11-17,-0.12,0.79,-0.05
2017-11-20,0.42,-0.12,0.25
2017-11-21,0.385,0.07,-0.25
2017-11-22,0.085,0.56,0.1
2017-11-23,0.18,0.14,0.2
2017-11-24,0.425,0.38,0.2
2017-11-27,0.2,0.04,-2.55
2017-11-28,-0.275,-0.1,0.25
2017-11-29,-0.005,0.18,1
2017-11-30,-0.005,0.14,0
2017-12-01,0.485,0.11,-0.3
2017-12-04,0.8,-0.64,0.7
2017-12-05,-0.175,-0.53,0.35
2017-12-06,-0.25,-0.22,-0.5
2017-12-07,0.125,-0.67,0.45
2017-12-08,-0.35,1.38,0.3
2017-12-11,0.29,1.29,0.5
2017-12-12,2.785,0.9,1.15
2017-12-13,-2.1,-1.51,-0.65
2017-12-14,-0.6,-0.82,0.1
2017-12-15,-0.125,0.18,0.05
2017-12-18,-0.62,0.23,-0.05
2017-12-19,-0.355,0,-0.25
2017-12-20,0.11,0.69,0
2017-12-21,-0.285,0.33,-0.05
2017-12-22,-0.25,0.35,0
2017-12-27,-0.575,1.66,0
2017-12-28,0.45,-0.09,0
2017-12-29,-0.05,0.13,0
2018-01-02,0.045,0.31,1.85
2018-01-03,-0.345,0.74,0.85
2018-01-04,0,0.24,-1.5
2018-01-05,-0.375,-0.16,0.25
2018-01-08,0.165,-0.12,0.45
2018-01-09,0.445,1.3,-0.6
2018-01-10,0.015,0.08,-0.45
2018-01-11,-0.1,0.68,-0.25
2018-01-12,0.375,-0.12,0.3
2018-01-15,-0.525,0.44,-0.2
2018-01-16,-0.125,-0.24,-0.15
2018-01-17,-0.425,-0.54,-0.15
2018-01-18,-0.45,0.04,-0.2
2018-01-19,0,-0.55,0.2
2018-01-22,0.225,0.43,0.05
2018-01-23,0.05,0.73,0
2018-01-24,-0.495,0.7,-0.1
2018-01-25,-0.28,0.34,0.05
2018-01-26,0.3,-0.45,0.1
2018-01-29,-0.225,-0.19,-2.8
2018-01-30,-0.375,-1.25,-1.65
2018-01-31,0.425,-0.24,-0.45
2018-02-01,0.775,0.82,-1.9
2018-02-02,-0.5,0.05,-0.1
2018-02-05,-0.25,-1.56,-1.15
2018-02-06,-0.05,-0.86,-0.7
2018-02-07,0.58,0.12,-0.85
2018-02-08,-0.38,-2.12,-2.05
2018-02-09,-0.21,-0.96,-1.4
2018-02-12,0.01,-0.24,0.2
2018-02-13,0.5,-1.3,2
2018-02-14,-0.255,1.48,0.6
2018-02-15,-0.245,0.57,-0.15
2018-02-16,0.33,0.07,0.25
2018-02-19,0.92,0.68,0.05
2018-02-20,0.65,-0.09,0.45
2018-02-21,0.175,-0.28,-0.05
2018-02-22,0.05,1.03,0.4
2018-02-23,1.075,0.81,-0.2
2018-02-26,-1.525,0.53,0.6
2018-02-27,-0.475,-0.29,-4.15
2018-02-28,-1.45,-0.74,-0.15
2018-03-01,0.25,-1.83,-2.1
2018-03-02,-0.025,-0.4,-0.9
2018-03-05,-0.375,1.24,0.9
2018-03-06,0.3,0.28,1.25
2018-03-07,-0.05,-0.36,0.25
2018-03-08,0.6,-1.24,0.25
2018-03-09,0.55,1.07,-0.5
2018-03-12,2.15,0.23,-0.3
2018-03-13,-1.15,-0.18,0.4
2018-03-14,-0.87,-0.47,-0.15
2018-03-15,0.07,0.17,-0.45
2018-03-16,-0.275,1.04,-0.75
2018-03-19,0.075,-0.03,-0.5
2018-03-20,0.275,1.49,1
2018-03-21,0.275,1.98,0
2018-03-22,-0.325,-0.16,-0.3
2018-03-23,-0.56,0.87,-0.65
2018-03-26,-0.415,0.48,-0.1
2018-03-27,0.25,-0.02,0.25
2018-03-28,0.2,-0.78,-0.3
2018-03-29,-0.4,0.19,0.1
2018-04-03,-0.225,-1.98,0.5
2018-04-04,0.125,-0.18,-0.1
2018-04-05,0,0.65,0.65
2018-04-06,0.025,-0.31,0.65
2018-04-09,0.45,0.18,0.8
2018-04-10,0.275,2.54,0.15
2018-04-11,0.45,1.75,0.1
2018-04-12,-0.11,-0.6,-0.3
2018-04-13,0.41,0.39,-0.15
2018-04-16,-0.03,-0.03,0.05
2018-04-17,-0.295,-0.96,0.15
2018-04-18,-0.005,2.04,-0.7
2018-04-19,0.63,0.82,0.5
2018-04-20,0.075,-0.55,0
2018-04-23,0.025,0.9,0.15
2018-04-24,-0.05,0.37,-0.15
2018-04-25,-0.11,-1.28,0
2018-04-26,0.31,0.78,-0.1
2018-04-27,0.025,0.06,0.1
2018-04-30,0.325,0.38,3.45
2018-05-01,-0.075,-0.43,0.05
2018-05-02,-0.225,-1.35,-0.3
2018-05-03,-0.22,0.46,0.1
2018-05-04,0.42,0.99,0.3
2018-05-07,0.15,1.26,-0.15
2018-05-08,0.425,-0.16,1.5
2018-05-09,0.15,1.25,0.35
2018-05-10,-0.1,0.57,0.9
2018-05-11,0.225,-0.4,0.45
2018-05-14,0.325,0.93,1.2
2018-05-15,0.35,0.94,-0.15
2018-05-16,-0.225,-0.12,0.2
2018-05-17,0.55,1.15,0.5
2018-05-18,-0.1,-0.63,-0.6
2018-05-21,0.175,-0.28,0
2018-05-22,0.575,0.9,0.05
2018-05-23,-0.125,-0.64,-0.2
2018-05-24,0.175,-0.07,0.3
